t,d2_objective,d1_mc_objective,n_total_candidates,n_initial_active,n_final_active,n_binding_final,n_screening_iterations
2898,1488654.8549023364,1488654.8551830868,17627,65,65,0,1
2899,1510849.2213177062,1510849.221617706,17627,65,65,0,1
2900,1463918.8698432853,1463918.8701432855,17627,65,65,0,1
2901,1423679.7147537344,1423679.7150537341,17627,65,65,0,1
2902,1261817.518873639,1261817.5190821288,17627,65,65,0,1
2903,1100188.1449716515,1100188.1452686952,17627,65,65,0,1
2904,958397.8526488447,958397.8529488356,17627,65,65,0,1
2905,886083.2243034701,886083.2245888065,17627,65,65,0,1
2906,839481.9872736253,839481.9875372967,17627,65,65,0,1
2907,832827.0189308613,832827.0191925209,17627,65,65,0,1
2908,856541.4743738885,856541.4746387708,17627,65,65,0,1
2909,868102.1815136839,868102.1817815076,17627,65,65,0,1
2910,850080.2775839872,850080.2778458799,17627,65,65,0,1
2911,844281.941674075,844281.9419533183,17627,65,65,0,1
2912,797064.441300116,801678.6661559212,17627,65,66,1,2
2913,720958.2724783134,732333.3920035858,17627,65,67,1,2
2914,723300.4641680932,733903.9425718253,17627,65,66,1,2
2915,709285.5875177975,722106.2496062429,17627,65,67,1,2
2916,699417.9819632723,705298.4357635934,17627,65,66,1,2
2917,657265.2864437894,657265.2867265829,17627,65,65,0,1
2918,734134.3478277428,740135.7710750554,17627,65,66,1,2
2919,869730.6637435723,869730.6640227872,17627,65,65,0,1
2920,967928.684686876,967928.6849733064,17627,65,65,0,1
2921,1206986.120466441,1206986.1207648066,17627,65,65,0,1
2922,1448843.5881094513,1448843.5883735858,17627,65,65,0,1
2923,1502116.6841248567,1502116.6844248567,17627,65,65,0,1
2924,1588027.3700736193,1588027.3703736193,17627,65,65,0,1
2925,1716390.6884053135,1716390.6887053137,17627,65,65,0,1
2926,1458172.4751274488,1458172.4754215493,17627,65,65,0,1
2927,1262469.925656359,1262469.9259322898,17627,65,65,0,1
2928,1208880.7336692787,1208880.7339692758,17627,65,65,0,1
2929,1116614.3852920614,1116614.385592048,17627,65,65,0,1
2930,1082405.8980163082,1082405.8983163084,17627,65,65,0,1
2931,1098584.8225694895,1098584.8228694894,17627,65,65,0,1
2932,1108583.8310813569,1108583.8313813573,17627,65,65,0,1
2933,1211083.720516369,1211083.720816373,17627,65,65,0,1
2934,1636980.063589465,1636980.063889465,17627,65,65,0,1
2935,1955275.3061606337,1955275.3064606334,17627,65,65,0,1
2936,2019691.7658622442,2019786.1900928186,17627,65,69,2,2
2937,1916030.523401599,1916305.0564105478,17627,65,69,2,2
2938,1811995.4556801538,1812180.552465495,17627,65,69,2,2
2939,1675605.0583675667,1675734.8582094552,17627,65,69,2,2
2940,1649927.3593172084,1650031.4760603933,17627,65,69,2,2
2941,1637726.3328769319,1637773.9543645133,17627,65,67,2,2
2942,1564740.3927980093,1564740.3930980058,17627,65,65,0,1
2943,1523975.0142236203,1523975.014523614,17627,65,65,0,1
2944,1502258.263066886,1502271.324221089,17627,65,67,2,2
2945,1618584.9465174617,1618584.9468174612,17627,65,65,0,1
2946,1755403.982829596,1755403.9830452139,17627,65,65,0,1
2947,1807525.8437270091,1807525.844011325,17627,65,65,0,1
2948,1737031.7836008868,1737031.7838550182,17627,65,65,0,1
2949,1621815.0984213147,1621815.098642995,17627,65,65,0,1
2950,1375261.7177900516,1375261.7180900509,17627,65,65,0,1
2951,1131171.0994419202,1131171.09974192,17627,65,65,0,1
2952,981834.7397004012,981834.7400004012,17627,65,65,0,1
2953,936042.4825239455,936042.4828114222,17627,65,65,0,1
2954,922329.0422229299,922329.0425002397,17627,65,65,0,1
2955,956362.7313478971,956362.7316339471,17627,65,65,0,1
2956,1048191.5612849897,1048191.5615849894,17627,65,65,0,1
2957,1203116.8680815713,1203116.868381571,17627,65,65,0,1
2958,1541920.25868555,1541920.258917123,17627,65,65,0,1
2959,1745520.380075681,1745589.3935362566,17627,65,67,2,2
2960,1662945.7376730083,1663213.8328361965,17627,65,69,2,2
2961,1472608.2516612243,1473082.347522763,17627,65,69,2,2
2962,1405942.2402530895,1413266.1390525158,17627,65,70,3,3
2963,1441232.3611865216,1444209.5936634568,17627,65,70,3,3
2964,1354924.5662878295,1365693.7337470588,17627,65,70,3,2
2965,1350923.8290243882,1363751.4877043029,17627,65,68,3,2
2966,1388441.274781237,1407646.7575179879,17627,65,68,3,2
2967,1480751.9261741785,1492800.951809104,17627,65,68,3,2
2968,1674694.2902337876,1674798.1440101208,17627,65,67,2,2
2969,1921705.9431926918,1921729.915183282,17627,65,67,2,2
2970,2120610.085712686,2120610.086012686,17627,65,65,0,1
2971,2186666.822824772,2186666.823124772,17627,65,65,0,1
2972,2086072.297326867,2086072.297626867,17627,65,65,0,1
2973,1951359.4307084784,1951359.4310084786,17627,65,65,0,1
2974,1634940.308364489,1634940.3086021969,17627,65,65,0,1
2975,1278934.990534463,1278934.9908344632,17627,65,65,0,1
2976,1122894.6292331193,1122894.629533119,17627,65,65,0,1
2977,1003260.1478410901,1003260.1481410901,17627,65,65,0,1
2978,927201.4211632139,927201.4214632146,17627,65,65,0,1
2979,899759.859301713,899759.8596017135,17627,65,65,0,1
2980,941652.1850291356,941652.1853291363,17627,65,65,0,1
2981,1054424.3062207813,1054424.3065207817,17627,65,65,0,1
2982,1318869.3640474766,1318869.3643474765,17627,65,65,0,1
2983,1485184.333714658,1485310.6295879057,17627,65,69,2,2
2984,1382126.3476056599,1382126.3479056596,17627,65,65,0,1
2985,1118541.0545519206,1112029.2275897765,17627,65,65,0,1
2986,955852.6719416245,967551.6365541576,17627,65,68,2,2
2987,925155.5675889857,925251.7816877657,17627,65,67,2,2
2988,872285.2652024019,876634.9800631409,17627,65,67,2,2
2989,779097.920564529,808781.1691366811,17627,65,68,2,2
2990,743472.1279371139,774213.7052019159,17627,65,69,2,2
2991,807315.8458691287,832377.4698128076,17627,65,68,2,2
2992,912326.0926485228,928624.8393572022,17627,65,67,2,2
2993,1120790.2265916637,1120790.2268916639,17627,65,65,0,1
2994,1366032.354992127,1366041.3792914487,17627,65,67,2,2
2995,1608601.4145149665,1608601.4148010719,17627,65,65,0,1
2996,1652962.8722955596,1652962.8725031316,17627,65,65,0,1
2997,1519431.7582493122,1519431.7585218488,17627,65,65,0,1
2998,1329575.1575352233,1329575.1578352246,17627,65,65,0,1
2999,1192079.902302132,1192079.902602132,17627,65,65,0,1
3000,1092589.4467167985,1092589.4470167987,17627,65,65,0,1
3001,990989.9312085377,990989.9315085369,17627,65,65,0,1
3002,943632.1804649003,943632.1807649003,17627,65,65,0,1
3003,946741.7635690036,946741.7638690023,17627,65,65,0,1
3004,995147.0438784241,995147.0441784234,17627,65,65,0,1
3005,1023444.0829586213,1023444.0832586219,17627,65,65,0,1
3006,1079096.24821558,1079096.2485155794,17627,65,65,0,1
3007,1152917.2361853165,1152917.2364853153,17627,65,65,0,1
3008,1089297.4247023484,1089297.4250023484,17627,65,65,0,1
3009,1044552.5819542151,1037541.2654633332,17627,65,65,0,1
3010,1033120.395258103,1028870.7597016431,17627,65,65,0,1
3011,991767.3638774735,987309.1061828175,17627,65,65,0,1
3012,877123.7672935927,898063.8088599029,17627,65,68,2,2
3013,839918.2622697762,862343.0415419759,17627,65,68,2,2
3014,764947.1540182164,787275.4436145126,17627,65,72,1,2
3015,806573.4094000994,824246.0488373853,17627,65,68,2,2
3016,894346.8402206135,896709.1906381173,17627,65,67,2,2
3017,1076714.6869643833,1076714.6872643835,17627,65,65,0,1
3018,1283480.5769394038,1283480.5772394035,17627,65,65,0,1
3019,1358518.8724560472,1358518.8727560472,17627,65,65,0,1
3020,1254355.2384786697,1254355.2387786703,17627,65,65,0,1
3021,1221979.4019605839,1221979.4022605838,17627,65,65,0,1
3022,1122611.5088715588,1122611.5091715585,17627,65,65,0,1
3023,980533.4715601641,980533.4718601643,17627,65,65,0,1
3024,811273.3665414137,811273.3668414144,17627,65,65,0,1
3025,711058.6936329879,711058.6939329879,17627,65,65,0,1
3026,677000.2087831558,677000.2090721545,17627,65,65,0,1
3027,696081.8664542524,696081.8667430041,17627,65,65,0,1
3028,712356.569753697,712356.5700396975,17627,65,65,0,1
3029,729260.3026383836,729260.3029273291,17627,65,65,0,1
3030,716388.1672321057,716388.1675204167,17627,65,65,0,1
3031,666291.8086345961,666291.8089315789,17627,65,65,0,1
3032,628795.2260565468,628795.2263565504,17627,65,65,0,1
3033,632690.6579552481,632690.6582552509,17627,65,65,0,1
3034,665683.4017252409,665683.4020252476,17627,65,65,0,1
3035,789014.6742122201,789014.6745122201,17627,65,65,0,1
3036,839368.8998414816,839368.9001414815,17627,65,65,0,1
3037,774912.293677421,774912.293977421,17627,65,65,0,1
3038,732248.6280391908,732248.6283391907,17627,65,65,0,1
3039,799788.1640836787,799788.1643836785,17627,65,65,0,1
3040,966935.3181982785,970888.690663794,17627,65,66,1,2
3041,1295978.3031348558,1295978.303434854,17627,65,65,0,1
3042,1516691.2133391271,1516691.2136013235,17627,65,65,0,1
3043,1669345.3622520098,1669345.3625520095,17627,65,65,0,1
3044,1657650.1952951471,1657650.1955951469,17627,65,65,0,1
3045,1686792.5540737435,1686792.5543737435,17627,65,65,0,1
3046,1625030.5931776213,1625030.5934776212,17627,65,65,0,1
3047,1415559.1833977413,1415559.1836930118,17627,65,65,0,1
3048,1299341.6609655125,1299341.6611695455,17627,65,65,0,1
3049,1220525.5171938888,1220525.5174554167,17627,65,65,0,1
3050,1221210.74364697,1221210.7439112042,17627,65,65,0,1
3051,1293632.5300187236,1293632.530228306,17627,65,65,0,1
3052,1345473.590853349,1345473.5910806595,17627,65,65,0,1
3053,1511368.9921947997,1511368.9924947997,17627,65,65,0,1
3054,1936607.2068942739,1936607.2071942734,17627,65,65,0,1
3055,2122139.7772312816,2122139.7775312816,17627,65,65,0,1
3056,2036020.555420236,2036235.5607453943,17627,65,69,2,2
3057,1830143.9361190323,1837079.1334654985,17627,65,68,3,3
3058,1714838.1411399725,1745367.0305388742,17627,65,69,3,2
3059,1664997.243242272,1705358.2400894114,17627,65,70,3,2
3060,1572326.383179022,1602589.323799191,17627,65,71,3,2
3061,1540465.2589534568,1564830.2765916786,17627,65,69,3,2
3062,1561892.6949655702,1578991.5330978201,17627,65,68,3,2
3063,1607277.9759110562,1616506.7339432146,17627,65,68,3,2
3064,1734538.1549543827,1734588.870251217,17627,65,67,2,2
3065,1899331.5213153427,1899351.54985499,17627,65,67,2,2
3066,2043904.7402613023,2043904.7405613023,17627,65,65,0,1
3067,2104964.417264404,2104964.4175644037,17627,65,65,0,1
3068,2049080.6278096503,2049080.6281096502,17627,65,65,0,1
3069,1986912.660288491,1986912.6605884908,17627,65,65,0,1
3070,1714460.103273593,1714460.1035735924,17627,65,65,0,1
3071,1348705.6383548747,1348705.6386246327,17627,65,65,0,1
3072,1243562.7626212488,1243562.7629212546,17627,65,65,0,1
3073,1207229.0815219549,1207229.0818219574,17627,65,65,0,1
3074,1153281.1209677607,1153281.1212677602,17627,65,65,0,1
3075,1164175.4768979764,1164175.477197972,17627,65,65,0,1
3076,1200136.9514493127,1200136.9517493055,17627,65,65,0,1
3077,1293852.2883787977,1293852.2886787956,17627,65,65,0,1
3078,1541364.7943055006,1541364.7945401263,17627,65,65,0,1
3079,1623662.670400886,1623662.6706741625,17627,65,65,0,1
3080,1479453.0656503662,1479529.9515057467,17627,65,67,2,2
3081,1253489.5362812374,1259780.369269492,17627,65,68,3,3
3082,952505.5064990831,944339.9895103546,17627,65,66,1,2
3083,934080.3694481124,927154.1457857948,17627,65,65,0,1
3084,880120.045759631,876454.7328931286,17627,65,65,0,1
3085,887653.1789469552,884188.4530676875,17627,65,67,2,2
3086,992656.0295215312,992656.0298215314,17627,65,65,0,1
3087,1060460.6340371715,1060460.634337172,17627,65,65,0,1
3088,1102819.1536531264,1102819.1539531264,17627,65,65,0,1
3089,1293992.8817031113,1294220.9899859244,17627,65,67,2,2
3090,1567682.4606743301,1567682.4609553688,17627,65,65,0,1
3091,1665338.7155232248,1665338.7157687186,17627,65,65,0,1
3092,1626253.151868116,1626253.1520874614,17627,65,65,0,1
3093,1610110.4196125949,1610110.4198205578,17627,65,65,0,1
3094,1378431.0028250224,1378431.0031250187,17627,65,65,0,1
3095,1124395.8484433624,1124395.8487433624,17627,65,65,0,1
3096,986051.9293459516,986051.9296459516,17627,65,65,0,1
3097,929010.3123173002,929010.3126173003,17627,65,65,0,1
3098,927384.9756296816,927384.9759296816,17627,65,65,0,1
3099,950466.9876125022,950466.9879125019,17627,65,65,0,1
3100,1036098.2363026915,1036098.2366026915,17627,65,65,0,1
3101,1182966.9576532925,1182966.9579532929,17627,65,65,0,1
3102,1529733.794254467,1529733.7945544631,17627,65,65,0,1
3103,1671647.390271403,1671746.5955241187,17627,65,69,2,2
3104,1555232.12675412,1555554.0277908929,17627,65,69,2,2
3105,1377592.1609041647,1378336.36343641,17627,65,69,2,2
3106,1241109.0877275835,1241472.7969732243,17627,65,68,3,3
3107,1181396.1691599132,1185164.9460449545,17627,65,66,1,2
3108,1056958.2044659448,1056958.2047659447,17627,65,65,0,1
3109,1049907.8354456816,1049907.8357456815,17627,65,65,0,1
3110,1039846.704885792,1045494.7029729984,17627,65,66,1,2
3111,1104394.236016984,1120976.366521588,17627,65,68,3,2
3112,1243644.9719323139,1255420.5615234093,17627,65,68,3,2
3113,1538905.2066073664,1539092.2199407779,17627,65,67,2,2
3114,1851217.4065372057,1851248.755264693,17627,65,67,2,2
3115,1939063.440762699,1939063.4410626995,17627,65,65,0,1
3116,1924908.766541372,1924908.7668413725,17627,65,65,0,1
3117,1880862.7593410634,1880862.7596410639,17627,65,65,0,1
3118,1664274.562331989,1664274.5626319898,17627,65,65,0,1
3119,1358098.199619946,1358098.1998771108,17627,65,65,0,1
3120,1225030.8064319603,1225030.8066966115,17627,65,65,0,1
3121,1104490.977781369,1104490.9780813658,17627,65,65,0,1
3122,1062060.593607057,1062060.5939070568,17627,65,65,0,1
3123,1094952.210529121,1094952.2108291239,17627,65,65,0,1
3124,1126863.493401182,1126863.4937011802,17627,65,65,0,1
3125,1273809.243876724,1273809.2441556975,17627,65,65,0,1
3126,1559463.5285275464,1559463.5288275462,17627,65,65,0,1
3127,1646672.5037825075,1646738.4456743007,17627,65,67,2,2
3128,1476995.504341721,1477217.4176747575,17627,65,67,2,2
3129,1299697.9006931677,1306096.089137603,17627,65,70,3,3
3130,1151666.280648464,1170661.6472304496,17627,65,70,3,2
3131,1052140.0779537447,1065254.1874428424,17627,65,67,1,2
3132,930640.0984302436,930640.0987302435,17627,65,65,0,1
3133,877202.1278249817,877202.1281249813,17627,65,65,0,1
3134,853046.9555254945,853046.9558254941,17627,65,65,0,1
3135,967504.1195216142,974587.6894068851,17627,65,66,1,2
3136,1085940.679467397,1094807.2457822708,17627,65,68,3,2
3137,1424187.723664936,1424288.0509894886,17627,65,67,2,2
3138,1708452.5731456934,1708499.422708639,17627,65,67,2,2
3139,1840091.092732396,1840091.0930323957,17627,65,65,0,1
3140,1821675.9987681576,1821675.9990681575,17627,65,65,0,1
3141,1759704.7645163275,1759704.764816327,17627,65,65,0,1
3142,1491428.6559719215,1491428.6562719212,17627,65,65,0,1
3143,1310116.7212246805,1310116.7214300004,17627,65,65,0,1
3144,1219928.630619858,1219928.6308789987,17627,65,65,0,1
3145,1195135.0321786795,1195135.0324484396,17627,65,65,0,1
3146,1189895.2016486372,1189895.2019236365,17627,65,65,0,1
3147,1211027.9841313956,1211027.984400354,17627,65,65,0,1
3148,1277177.3541770484,1277177.3544184912,17627,65,65,0,1
3149,1424649.0314547243,1424649.0317027725,17627,65,65,0,1
3150,1804183.1290960126,1804183.129396013,17627,65,65,0,1
3151,1938778.0077986922,1938826.8412762564,17627,65,67,2,2
3152,1829540.7273082393,1829852.6982634743,17627,65,69,2,2
3153,1580090.647172676,1584011.3257398244,17627,65,68,3,3
3154,1344243.579519089,1359432.9495239672,17627,65,70,3,2
3155,1262143.0029392336,1274317.874044595,17627,65,70,3,2
3156,1201922.6580136598,1205826.5656959803,17627,65,66,1,2
3157,1104616.4708157037,1104695.0318819822,17627,65,67,2,2
3158,1074336.4023575315,1087786.300949923,17627,65,68,2,2
3159,1094007.4988909883,1095366.2143562825,17627,65,67,2,2
3160,1131093.9807925061,1131171.526264945,17627,65,67,2,2
3161,1284624.2872912535,1284624.2875912534,17627,65,65,0,1
3162,1460909.6228641993,1461063.0147700212,17627,65,69,2,2
3163,1572298.0671406907,1572356.522776573,17627,65,67,2,2
3164,1563191.5516377462,1563191.5518931677,17627,65,65,0,1
3165,1541974.6819082636,1541974.68213601,17627,65,65,0,1
3166,1422631.7826585202,1422631.782926967,17627,65,65,0,1
3167,1287738.3025342193,1287738.3028271988,17627,65,65,0,1
3168,1240532.5444967018,1240532.544777252,17627,65,65,0,1
3169,1174236.0694682794,1174236.0697412905,17627,65,65,0,1
3170,1133296.7553053494,1133296.755582683,17627,65,65,0,1
3171,1153539.0051136867,1153539.0054136866,17627,65,65,0,1
3172,1160707.8767071348,1160707.8770071347,17627,65,65,0,1
3173,1180087.442106699,1180087.4424066986,17627,65,65,0,1
3174,1229598.7291596942,1229598.7294596874,17627,65,65,0,1
3175,1264048.1531290489,1264048.1534290495,17627,65,65,0,1
3176,1229337.671910509,1229337.6722105087,17627,65,65,0,1
3177,1129189.7946224085,1129189.7949224082,17627,65,65,0,1
3178,1068056.5963663866,1068091.0713726515,17627,65,67,2,2
3179,973761.4297581802,973894.4431175236,17627,65,67,2,2
3180,904291.4147548391,904294.6549303951,17627,65,67,2,2
3181,885182.3927359646,885182.3930359639,17627,65,65,0,1
3182,866485.0447118464,866485.0450118459,17627,65,65,0,1
3183,920341.4793960359,920341.4796960357,17627,65,65,0,1
3184,1047008.1792351829,1047565.525841733,17627,65,66,1,2
3185,1274707.3274178468,1274715.904810811,17627,65,67,2,2
3186,1531808.0761848153,1531808.076424266,17627,65,65,0,1
3187,1656642.607405792,1656642.6077057917,17627,65,65,0,1
3188,1609544.0067033942,1609544.007003394,17627,65,65,0,1
3189,1625515.3362655467,1625515.3365655467,17627,65,65,0,1
3190,1596511.172893738,1596511.1731937374,17627,65,65,0,1
3191,1389732.2894076898,1389732.2896128478,17627,65,65,0,1
3192,1219929.2725206888,1219929.272820686,17627,65,65,0,1
3193,1135611.3773031891,1135611.377603183,17627,65,65,0,1
3194,1077588.916765095,1077588.9170650928,17627,65,65,0,1
3195,1048921.6816027751,1048921.6819027767,17627,65,65,0,1
3196,1071600.9793309013,1071600.9796309078,17627,65,65,0,1
3197,1050443.2946045548,1050443.294904542,17627,65,65,0,1
3198,974864.6414037467,974864.6417037457,17627,65,65,0,1
3199,911989.9794845178,911989.9797845169,17627,65,65,0,1
3200,796262.9555911388,801883.448561975,17627,65,66,1,2
3201,720118.8939597927,720118.8942597925,17627,65,65,0,1
3202,755379.1553508095,761201.5274819044,17627,65,66,1,2
3203,751928.5569778054,759367.7808397922,17627,65,66,1,2
3204,726488.0194772459,737379.5841292413,17627,65,67,1,2
3205,708151.6087879254,714211.3322378609,17627,65,66,1,2
3206,697688.95080475,700893.7318911146,17627,65,66,1,2
3207,795599.1015267792,795599.1018267781,17627,65,65,0,1
3208,906740.8101076006,906740.8104076004,17627,65,65,0,1
3209,1120040.597522899,1120040.5978228888,17627,65,65,0,1
3210,1377696.3030582545,1377696.3033190512,17627,65,65,0,1
3211,1537353.2702886576,1537353.2705886576,17627,65,65,0,1
3212,1554222.5192369954,1554222.5195369953,17627,65,65,0,1
3213,1589017.1571146245,1589017.157414625,17627,65,65,0,1
3214,1597702.5688208719,1597702.5691208714,17627,65,65,0,1
3215,1367326.6292473418,1367326.6295473415,17627,65,65,0,1
3216,1178434.7564494275,1178434.7566694277,17627,65,65,0,1
3217,1057618.6980689794,1057618.6983689833,17627,65,65,0,1
3218,1020137.7573797125,1020137.7576797155,17627,65,65,0,1
3219,1034405.1603298697,1034405.1606298726,17627,65,65,0,1
3220,1123975.049841628,1123975.050104297,17627,65,65,0,1
3221,1247857.8251542193,1247857.8253820112,17627,65,65,0,1
3222,1616751.2587214855,1616751.2590214852,17627,65,65,0,1
3223,1752273.7269497165,1752273.7272497164,17627,65,65,0,1
3224,1724115.940921175,1724373.164713033,17627,65,67,2,2
3225,1470027.0378049975,1475641.5564228687,17627,65,68,3,2
3226,1278416.2520062544,1294799.3800132088,17627,65,68,3,2
3227,1093556.3823283901,1114010.9314517428,17627,65,68,3,2
